cas_rn,analyte_name,synonym,synonym_normalized
111991-09-4,Nicosulfuron,DPX-V 9360,dpx-v 9360
111991-09-4,Nicosulfuron,HU 195,hu 195
111991-09-4,Nicosulfuron,MFCD00203303,mfcd00203303
111991-09-4,Nicosulfuron,"2-(N-((4,6-Dimethoxypyrimidin-2-yl)carbamoyl)sulfamoyl)-N,N-dimethylnicotinamide","2-(n-((4,6-dimethoxypyrimidin-2-yl)carbamoyl)sulfamoyl)-n,n-dimethylnicotinamide"
111991-09-4,Nicosulfuron,"2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-N,N-dimethyl-pyridine-3-carboxamide","2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-n,n-dimethyl-pyridine-3-carboxamide"
111991-09-4,Nicosulfuron,"2-({[(4,6-dimethoxypyrimidin-2-yl)carbamoyl]amino}sulfonyl)-N,N-dimethylpyridine-3-carboxamide","2-({[(4,6-dimethoxypyrimidin-2-yl)carbamoyl]amino}sulfonyl)-n,n-dimethylpyridine-3-carboxamide"
111991-09-4,Nicosulfuron,"2-[[[[(4,6-Dimethoxy-2-pyrimidinyl)amino]carbonyl]amino]sulfonyl]-N,N-dimethyl-3-pyridinecarboxamide","2-[[[[(4,6-dimethoxy-2-pyrimidinyl)amino]carbonyl]amino]sulfonyl]-n,n-dimethyl-3-pyridinecarboxamide"
111991-09-4,Nicosulfuron,Accent (pesticide),accent (pesticide)
111991-09-4,Nicosulfuron,DPX-V9636,dpx-v9636
111991-09-4,Nicosulfuron,EPA Pesticide Chemical Code 129008,epa pesticide chemical code 129008
111991-09-4,Nicosulfuron,Nicosulphuron,nicosulphuron
111991-09-4,Nicosulfuron,CCRIS 9496,ccris 9496
111991-09-4,Nicosulfuron,UNII-CG297D9264,unii-cg297d9264
111991-09-4,Nicosulfuron,HSDB 7950,hsdb 7950
111991-09-4,Nicosulfuron,"2-(((((4,6-DIMETHOXY-2-PYRIMIDINYL)AMINO)CARBONYL)AMINO)SULFONYL)-N,N-DIMETHYL-3-PYRIDINECARBOXAMIDE","2-(((((4,6-dimethoxy-2-pyrimidinyl)amino)carbonyl)amino)sulfonyl)-n,n-dimethyl-3-pyridinecarboxamide"
111991-09-4,Nicosulfuron,"Nicosulfuron; 2-[(4,6-Dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-N,N-dimethyl-pyridine-3-carboxamide","nicosulfuron; 2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-n,n-dimethyl-pyridine-3-carboxamide"
111991-09-4,Nicosulfuron,NOSTOC,nostoc
111991-09-4,Nicosulfuron,Nicosulfuron (Standard),nicosulfuron (standard)
111991-09-4,Nicosulfuron,NICOSULFURON [MI],nicosulfuron [mi]
111991-09-4,Nicosulfuron,"2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-N,N-dimethylpyridine-3-carboxamide","2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-n,n-dimethylpyridine-3-carboxamide"
111991-09-4,Nicosulfuron,SCHEMBL22938,schembl22938
111991-09-4,Nicosulfuron,orb1306838,orb1306838
111991-09-4,Nicosulfuron,CHEMBL2251450,chembl2251450
111991-09-4,Nicosulfuron,SCHEMBL29440408,schembl29440408
111991-09-4,Nicosulfuron,HY-B1876R,hy-b1876r
111991-09-4,Nicosulfuron,EMA 1534,ema 1534
111991-09-4,Nicosulfuron,HY-B1876,hy-b1876
111991-09-4,Nicosulfuron,MSK22320,msk22320
111991-09-4,Nicosulfuron,Tox21_301842,tox21_301842
111991-09-4,Nicosulfuron,ZINC01532072,zinc01532072
111991-09-4,Nicosulfuron,AKOS015851875,akos015851875
111991-09-4,Nicosulfuron,FN26193,fn26193
111991-09-4,Nicosulfuron,KS-5068,ks-5068
111991-09-4,Nicosulfuron,NCGC00255581-01,ncgc00255581-01
111991-09-4,Nicosulfuron,AC-12593,ac-12593
111991-09-4,Nicosulfuron,DB-041026,db-041026
111991-09-4,Nicosulfuron,CAS-111991-09-4,cas-111991-09-4
111991-09-4,Nicosulfuron,CS-0013942,cs-0013942
111991-09-4,Nicosulfuron,NS00008411,ns00008411
111991-09-4,Nicosulfuron,"Nicosulfuron, PESTANAL(R), analytical standard","nicosulfuron, pestanal(r), analytical standard"
111991-09-4,Nicosulfuron,991N094,991n094
111991-09-4,Nicosulfuron,I09-0503,i09-0503
111991-09-4,Nicosulfuron,I09-0522,i09-0522
111991-09-4,Nicosulfuron,Q1871615,q1871615
111991-09-4,Nicosulfuron,"1-(4,6-Dimethoxy-2-pyrimidinyl)-3-[3-(dimethylcarbamoyl)-2-pyridylsulfonyl]urea","1-(4,6-dimethoxy-2-pyrimidinyl)-3-[3-(dimethylcarbamoyl)-2-pyridylsulfonyl]urea"
111991-09-4,Nicosulfuron,"2-{[(4,6-Dimethoxy-2-pyrimidinyl)carbamoyl]sulfamoyl}-N,N-dimethylnicotinamide","2-{[(4,6-dimethoxy-2-pyrimidinyl)carbamoyl]sulfamoyl}-n,n-dimethylnicotinamide"
111991-09-4,Nicosulfuron,"2-{[(4,6-dimethoxypyrimidin-2-yl)carbamoyl]sulfamoyl}-N,N-dimethylpyridine-3-carboxamide","2-{[(4,6-dimethoxypyrimidin-2-yl)carbamoyl]sulfamoyl}-n,n-dimethylpyridine-3-carboxamide"
111991-09-4,Nicosulfuron,"1-(4,6-Dimethoxy-2-pyrimidinyl)-3-[3-(dimethylcarbamoyl)-2-pyridylsulfonyl]urea; 2-[[(4,6-Dimethoxypyrimidin-2-yl) amino-carbonyl]am","1-(4,6-dimethoxy-2-pyrimidinyl)-3-[3-(dimethylcarbamoyl)-2-pyridylsulfonyl]urea; 2-[[(4,6-dimethoxypyrimidin-2-yl) amino-carbonyl]am"
111991-09-4,Nicosulfuron,"3-Pyridinecarboxamide, 2-(((((4,6-dimethoxy-2-pyrimidinyl)amino)carbonyl)amino)sulfonyl)--N,N-dimethyl-","3-pyridinecarboxamide, 2-(((((4,6-dimethoxy-2-pyrimidinyl)amino)carbonyl)amino)sulfonyl)--n,n-dimethyl-"
1113-02-6,O-methoate,OMETHOATE,omethoate
1113-02-6,O-methoate,1113-02-6,1113-02-6
1113-02-6,O-methoate,Dimethoxon,dimethoxon
1113-02-6,O-methoate,Folimat,folimat
1113-02-6,O-methoate,PO-Dimethoate,po-dimethoate
1113-02-6,O-methoate,Omethoat,omethoat
1113-02-6,O-methoate,Dimethoate-met,dimethoate-met
1113-02-6,O-methoate,Dimethoate PO isologue,dimethoate po isologue
1113-02-6,O-methoate,O-methoate,o-methoate
1113-02-6,O-methoate,"Bayer 45,432","bayer 45,432"
1113-02-6,O-methoate,BAY 45432,bay 45432
1113-02-6,O-methoate,2-Dimethoxyphosphinoylthio-N-methylacetamide,2-dimethoxyphosphinoylthio-n-methylacetamide
1113-02-6,O-methoate,Bayer S-6876,bayer s-6876
1113-02-6,O-methoate,"ENT 25,776","ent 25,776"
1113-02-6,O-methoate,"O,O-Dimethyl S-(N-methylcarbamoylmethyl) thiophosphate","o,o-dimethyl s-(n-methylcarbamoylmethyl) thiophosphate"
1113-02-6,O-methoate,DTXSID4037580,dtxsid4037580
1113-02-6,O-methoate,"O,O-Dimethyl S-((methylcarbamoyl)methyl)phosphorothioate","o,o-dimethyl s-((methylcarbamoyl)methyl)phosphorothioate"
1113-02-6,O-methoate,"O,O-Dimethyl-S-(N-methylcarbamoylmethyl)phosphorothioate","o,o-dimethyl-s-(n-methylcarbamoylmethyl)phosphorothioate"
1113-02-6,O-methoate,"O,O-Dimethyl S-(N-methylcarbamoylmethyl) phosphorothiolate","o,o-dimethyl s-(n-methylcarbamoylmethyl) phosphorothiolate"
1113-02-6,O-methoate,"O,O-Dimethyl S-methylcarbamoylmethyl phosphorothioate","o,o-dimethyl s-methylcarbamoylmethyl phosphorothioate"
1113-02-6,O-methoate,S6876,s6876
1113-02-6,O-methoate,"Phosphorothioic acid, O,O-dimethyl S-(2-(methylamino)-2-oxoethyl) ester","phosphorothioic acid, o,o-dimethyl s-(2-(methylamino)-2-oxoethyl) ester"
1113-02-6,O-methoate,"Phosphorothioic acid, O,O-dimethyl ester, S-ester with 2-mercapto-N-methylacetamide","phosphorothioic acid, o,o-dimethyl ester, s-ester with 2-mercapto-n-methylacetamide"
1113-02-6,O-methoate,"O,O-Dimethyl S-(2-(methylamino)-2-oxoethyl) phosphorothioate","o,o-dimethyl s-(2-(methylamino)-2-oxoethyl) phosphorothioate"
1113-02-6,O-methoate,CHEBI:38730,chebi:38730
1113-02-6,O-methoate,28U28EWE79,28u28ewe79
1113-02-6,O-methoate,S-6876,s-6876
1113-02-6,O-methoate,DTXCID2017580,dtxcid2017580
1113-02-6,O-methoate,"O,O-Dimethyl phosphorothioate S-ester with 2-mercapto-N-methylacetamide","o,o-dimethyl phosphorothioate s-ester with 2-mercapto-n-methylacetamide"
1113-02-6,O-methoate,"Phosphorothioic acid, O,O-dimethyl S-[2-(methylamino)-2-oxoethyl] ester","phosphorothioic acid, o,o-dimethyl s-[2-(methylamino)-2-oxoethyl] ester"
1113-02-6,O-methoate,BAY-45432,bay-45432
1113-02-6,O-methoate,"O,O-Dimethyl S-[(methylcarbamoyl)methyl] phosphorothioate","o,o-dimethyl s-[(methylcarbamoyl)methyl] phosphorothioate"
1113-02-6,O-methoate,"O,O-dimethyl S-[2-(methylamino)-2-oxoethyl] phosphorothioate","o,o-dimethyl s-[2-(methylamino)-2-oxoethyl] phosphorothioate"
1113-02-6,O-methoate,"O,O-DIMETHYL S-((METHYLCARBAMOYL)METHYL) PHOSPHOROTHIOATE","o,o-dimethyl s-((methylcarbamoyl)methyl) phosphorothioate"
1113-02-6,O-methoate,RefChem:168221,refchem:168221
1113-02-6,O-methoate,214-197-8,214-197-8
1113-02-6,O-methoate,Dimethoate Oxon,dimethoate oxon
1113-02-6,O-methoate,2-dimethoxyphosphorylsulfanyl-N-methylacetamide,2-dimethoxyphosphorylsulfanyl-n-methylacetamide
1113-02-6,O-methoate,"O,O-Dimethyl-S-(2-oxo-3-azabutyl)-monothiophosphate","o,o-dimethyl-s-(2-oxo-3-azabutyl)-monothiophosphate"
1113-02-6,O-methoate,Dimethyl-S-(N-methyl-carbamoyl-methyl)phosphorothiolate,dimethyl-s-(n-methyl-carbamoyl-methyl)phosphorothiolate
1113-02-6,O-methoate,"O,O-Dimethyl S-(2-(methylamino)-2-oxoethyl)phosphorothioate","o,o-dimethyl s-(2-(methylamino)-2-oxoethyl)phosphorothioate"
1113-02-6,O-methoate,"Acetamide, 2-mercapto-N-methyl-, S-ester with O,O-dimethyl phosphorothioate","acetamide, 2-mercapto-n-methyl-, s-ester with o,o-dimethyl phosphorothioate"
1113-02-6,O-methoate,"O,O-Dimetil-S-(N-metil-carbamoil)-metil-monotiofosfato","o,o-dimetil-s-(n-metil-carbamoil)-metil-monotiofosfato"
1113-02-6,O-methoate,"O,O-Dimethyl-S-((N-methyl-carbamoyl)-methyl)-monothiofosfaat","o,o-dimethyl-s-((n-methyl-carbamoyl)-methyl)-monothiofosfaat"
1113-02-6,O-methoate,"Thiophosphate de O,O-dimethyle et de S-(N-methylcarbamoyl) methyle","thiophosphate de o,o-dimethyle et de s-(n-methylcarbamoyl) methyle"
1113-02-6,O-methoate,P=O-Rogor,p=o-rogor
1113-02-6,O-methoate,"o,o-Dimethyl S-[2-(methylamino)-2-oxoethyl] thiophosphate","o,o-dimethyl s-[2-(methylamino)-2-oxoethyl] thiophosphate"
1113-02-6,O-methoate,Omethoate [BSI:ISO],omethoate [bsi:iso]
1113-02-6,O-methoate,C5H12NO4PS,c5h12no4ps
1113-02-6,O-methoate,Omethoate [ISO],omethoate [iso]
1113-02-6,O-methoate,HSDB 6715,hsdb 6715
1113-02-6,O-methoate,EINECS 214-197-8,einecs 214-197-8
1113-02-6,O-methoate,Bayer 45432,bayer 45432
1113-02-6,O-methoate,BRN 1785256,brn 1785256
1113-02-6,O-methoate,UNII-28U28EWE79,unii-28u28ewe79
1113-02-6,O-methoate,AI3-25776,ai3-25776
1113-02-6,O-methoate,dimethoate TP,dimethoate tp
1113-02-6,O-methoate,Folimat 4E,folimat 4e
1113-02-6,O-methoate,PO-Rogor,po-rogor
1113-02-6,O-methoate,OMETHOATE [HSDB],omethoate [hsdb]
1113-02-6,O-methoate,"O,O-Dimethyl-S-(N-methyl-carbamoyl-methyl)-thiolphosphat [German]","o,o-dimethyl-s-(n-methyl-carbamoyl-methyl)-thiolphosphat [german]"
1113-02-6,O-methoate,"O,O-Dimetil-S-(N-metil-carbamoil)-metil-monotiofosfato [Italian]","o,o-dimetil-s-(n-metil-carbamoil)-metil-monotiofosfato [italian]"
1113-02-6,O-methoate,"O,O-Dimethyl-S-((N-methyl-carbamoyl)-methyl)-monothiofosfaat [Dutch]","o,o-dimethyl-s-((n-methyl-carbamoyl)-methyl)-monothiofosfaat [dutch]"
1113-02-6,O-methoate,"O,O-Dimethyl-S-(N-methyl-carbamoyl)-methyl-monothiophosphat [German]","o,o-dimethyl-s-(n-methyl-carbamoyl)-methyl-monothiophosphat [german]"
1113-02-6,O-methoate,"Thiophosphate de O,O-dimethyle et de S-(N-methylcarbamoyl) methyle [French]","thiophosphate de o,o-dimethyle et de s-(n-methylcarbamoyl) methyle [french]"
1113-02-6,O-methoate,2-dimethoxyphosphorylsulfanyl-N-methyl-acetamide,2-dimethoxyphosphorylsulfanyl-n-methyl-acetamide
1113-02-6,O-methoate,SCHEMBL63063,schembl63063
1113-02-6,O-methoate,4-04-00-00251 (Beilstein Handbook Reference),4-04-00-00251 (beilstein handbook reference)
1113-02-6,O-methoate,"Omethoate, analytical standard","omethoate, analytical standard"
1113-02-6,O-methoate,CHEMBL2270068,chembl2270068
1113-02-6,O-methoate,"O,O-Dimethyl-S-(N-methyl-carbamoyl-methyl)-thiolphosphat","o,o-dimethyl-s-(n-methyl-carbamoyl-methyl)-thiolphosphat"
1113-02-6,O-methoate,"O,O-Dimethyl-S-(N-methyl-carbamoyl)-methyl-monothiophosphat","o,o-dimethyl-s-(n-methyl-carbamoyl)-methyl-monothiophosphat"
1113-02-6,O-methoate,MSK20167,msk20167
1113-02-6,O-methoate,PXB51077,pxb51077
1113-02-6,O-methoate,Tox21_300968,tox21_300968
1113-02-6,O-methoate,MFCD00055441,mfcd00055441
1113-02-6,O-methoate,Omethoate 100 microg/mL in Acetone,omethoate 100 microg/ml in acetone
1113-02-6,O-methoate,"Phosphorothioic Acid O,O-dimethyl S-[2-(methylamino)-2-oxoethyl]ester","phosphorothioic acid o,o-dimethyl s-[2-(methylamino)-2-oxoethyl]ester"
1113-02-6,O-methoate,AKOS015893016,akos015893016
1113-02-6,O-methoate,Omethoate 1000 microg/mL in Acetone,omethoate 1000 microg/ml in acetone
1113-02-6,O-methoate,FO26570,fo26570
1113-02-6,O-methoate,NCGC00160633-01,ncgc00160633-01
1113-02-6,O-methoate,NCGC00160633-02,ncgc00160633-02
1113-02-6,O-methoate,NCGC00254871-01,ncgc00254871-01
1113-02-6,O-methoate,CAS-1113-02-6,cas-1113-02-6
1113-02-6,O-methoate,DB-040962,db-040962
1113-02-6,O-methoate,NS00000063,ns00000063
1113-02-6,O-methoate,"Omethoate, PESTANAL(R), analytical standard","omethoate, pestanal(r), analytical standard"
1113-02-6,O-methoate,C18662,c18662
1113-02-6,O-methoate,F21411,f21411
1113-02-6,O-methoate,113O026,113o026
1113-02-6,O-methoate,Q2204769,q2204769
1113-02-6,O-methoate,"O,O-Dimethyl-S-(N-methyl-carbamoyl-methyl)-thiolphosphate","o,o-dimethyl-s-(n-methyl-carbamoyl-methyl)-thiolphosphate"
1113-02-6,O-methoate,"O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl] thiophosphate #","o,o-dimethyl s-[2-(methylamino)-2-oxoethyl] thiophosphate #"
1113-02-6,O-methoate,"O,O-Dimethyl-S-(N-methyl-carbamoyl)-methyl-monothiophosphate","o,o-dimethyl-s-(n-methyl-carbamoyl)-methyl-monothiophosphate"
1113-02-6,O-methoate,"PHOSPHOROTHIOIC ACID, O,O-DIMETHYL S-(METHYLCARBAMOYLMETHYL) ESTER","phosphorothioic acid, o,o-dimethyl s-(methylcarbamoylmethyl) ester"
1113-02-6,O-methoate,"Phosphorothioic acid, O,O-dimethyl S-[2-(methylamino)-2-oxoethyl]ester","phosphorothioic acid, o,o-dimethyl s-[2-(methylamino)-2-oxoethyl]ester"
813-78-5,Dimethylphosphate,Dimethyl hydrogen phosphate,dimethyl hydrogen phosphate
813-78-5,Dimethylphosphate,DIMETHYL PHOSPHATE,dimethyl phosphate
813-78-5,Dimethylphosphate,813-78-5,813-78-5
813-78-5,Dimethylphosphate,Dimethylphosphate,dimethylphosphate
813-78-5,Dimethylphosphate,"O,O-Dimethyl phosphate","o,o-dimethyl phosphate"
813-78-5,Dimethylphosphate,"Phosphoric acid, dimethyl ester","phosphoric acid, dimethyl ester"
813-78-5,Dimethylphosphate,"O,O-Dimethyl hydrogen phosphate","o,o-dimethyl hydrogen phosphate"
813-78-5,Dimethylphosphate,HI4K2C9UEI,hi4k2c9uei
813-78-5,Dimethylphosphate,DTXSID5025150,dtxsid5025150
813-78-5,Dimethylphosphate,NSC-2676,nsc-2676
813-78-5,Dimethylphosphate,DTXCID205150,dtxcid205150
813-78-5,Dimethylphosphate,RefChem:134265,refchem:134265
813-78-5,Dimethylphosphate,212-389-6,212-389-6
813-78-5,Dimethylphosphate,dimethoxyphosphinic acid,dimethoxyphosphinic acid
813-78-5,Dimethylphosphate,MFCD00014887,mfcd00014887
813-78-5,Dimethylphosphate,Methyl phosphate ((MeO)2(HO)PO),methyl phosphate ((meo)2(ho)po)
813-78-5,Dimethylphosphate,Phosphoric acid dimethyl ester,phosphoric acid dimethyl ester
813-78-5,Dimethylphosphate,53396-59-1,53396-59-1
813-78-5,Dimethylphosphate,NSC 2676,nsc 2676
813-78-5,Dimethylphosphate,"Dimethylphosphate; Phosphoric acid, dimethyl ester;","dimethylphosphate; phosphoric acid, dimethyl ester;"
813-78-5,Dimethylphosphate,EINECS 212-389-6,einecs 212-389-6
813-78-5,Dimethylphosphate,UNII-HI4K2C9UEI,unii-hi4k2c9uei
813-78-5,Dimethylphosphate,BRN 1702242,brn 1702242
813-78-5,Dimethylphosphate,AI3-15058,ai3-15058
813-78-5,Dimethylphosphate,Dimethylhydrogenphosphate,dimethylhydrogenphosphate
813-78-5,Dimethylphosphate,dimethyl phosphoric acid,dimethyl phosphoric acid
813-78-5,Dimethylphosphate,SCHEMBL47754,schembl47754
813-78-5,Dimethylphosphate,4-01-00-01259 (Beilstein Handbook Reference),4-01-00-01259 (beilstein handbook reference)
813-78-5,Dimethylphosphate,"dimethyl phosphate, AldrichCPR","dimethyl phosphate, aldrichcpr"
813-78-5,Dimethylphosphate,SCHEMBL4273142,schembl4273142
813-78-5,Dimethylphosphate,NSC2676,nsc2676
813-78-5,Dimethylphosphate,CHEBI:166474,chebi:166474
813-78-5,Dimethylphosphate,KKUKTXOBAWVSHC-UHFFFAOYSA-N,kkuktxobawvshc-uhfffaoysa-n
813-78-5,Dimethylphosphate,MSK20698,msk20698
813-78-5,Dimethylphosphate,Tox21_301411,tox21_301411
813-78-5,Dimethylphosphate,BBL102569,bbl102569
813-78-5,Dimethylphosphate,NSC289396,nsc289396
813-78-5,Dimethylphosphate,STL556372,stl556372
813-78-5,Dimethylphosphate,AKOS015965163,akos015965163
813-78-5,Dimethylphosphate,Dimethyl Phosphate (Olaparib Impurity),dimethyl phosphate (olaparib impurity)
813-78-5,Dimethylphosphate,NSC-289396,nsc-289396
813-78-5,Dimethylphosphate,NCGC00255372-01,ncgc00255372-01
813-78-5,Dimethylphosphate,BP-21444,bp-21444
813-78-5,Dimethylphosphate,CAS-813-78-5,cas-813-78-5
813-78-5,Dimethylphosphate,SY002076,sy002076
813-78-5,Dimethylphosphate,DB-230239,db-230239
813-78-5,Dimethylphosphate,CS-0164327,cs-0164327
813-78-5,Dimethylphosphate,NS00014956,ns00014956
813-78-5,Dimethylphosphate,Q2823255,q2823255
813-78-5,Dimethylphosphate,KFG,kfg
598-02-7,Diethylphosphate,diethyl hydrogen phosphate,diethyl hydrogen phosphate
598-02-7,Diethylphosphate,Diethyl phosphate,diethyl phosphate
598-02-7,Diethylphosphate,598-02-7,598-02-7
598-02-7,Diethylphosphate,Diethyl acid phosphate,diethyl acid phosphate
598-02-7,Diethylphosphate,"phosphoric acid, diethyl ester","phosphoric acid, diethyl ester"
598-02-7,Diethylphosphate,diethoxyphosphinic acid,diethoxyphosphinic acid
598-02-7,Diethylphosphate,"Ethyl phosphate, di-","ethyl phosphate, di-"
598-02-7,Diethylphosphate,"O,O-Diethyl hydrogen phosphate","o,o-diethyl hydrogen phosphate"
598-02-7,Diethylphosphate,"Ethyl phosphate, (ETO)2(HO)PO","ethyl phosphate, (eto)2(ho)po"
598-02-7,Diethylphosphate,W0QQU4CAB7,w0qqu4cab7
598-02-7,Diethylphosphate,DTXSID1044699,dtxsid1044699
598-02-7,Diethylphosphate,CHEBI:27708,chebi:27708
598-02-7,Diethylphosphate,NSC-97178,nsc-97178
598-02-7,Diethylphosphate,RefChem:587273,refchem:587273
598-02-7,Diethylphosphate,DTXCID9024699,dtxcid9024699
598-02-7,Diethylphosphate,DTXCID20820146,dtxcid20820146
598-02-7,Diethylphosphate,209-912-5,209-912-5
598-02-7,Diethylphosphate,Diethylphosphate,diethylphosphate
598-02-7,Diethylphosphate,DTXSID10872492,dtxsid10872492
598-02-7,Diethylphosphate,Phosphoric acid diethyl ester,phosphoric acid diethyl ester
598-02-7,Diethylphosphate,Diethylphosphoric acid,diethylphosphoric acid
598-02-7,Diethylphosphate,C4H11O4P,c4h11o4p
598-02-7,Diethylphosphate,MFCD00039889,mfcd00039889
598-02-7,Diethylphosphate,"O,O-Diethyl phosphate","o,o-diethyl phosphate"
598-02-7,Diethylphosphate,"O,O-diethylphosphoric acid","o,o-diethylphosphoric acid"
598-02-7,Diethylphosphate,52932-96-4,52932-96-4
598-02-7,Diethylphosphate,53397-17-4,53397-17-4
598-02-7,Diethylphosphate,DPF,dpf
598-02-7,Diethylphosphate,EINECS 209-912-5,einecs 209-912-5
598-02-7,Diethylphosphate,NSC 97178,nsc 97178
598-02-7,Diethylphosphate,BRN 1704113,brn 1704113
598-02-7,Diethylphosphate,AI3-17002,ai3-17002
598-02-7,Diethylphosphate,di-Ethyl phosphate,di-ethyl phosphate
598-02-7,Diethylphosphate,DiethylHydrogenPhosphate,diethylhydrogenphosphate
598-02-7,Diethylphosphate,UNII-W0QQU4CAB7,unii-w0qqu4cab7
598-02-7,Diethylphosphate,SCHEMBL93056,schembl93056
598-02-7,Diethylphosphate,diethyl hydrogen-phosphoric acid,diethyl hydrogen-phosphoric acid
598-02-7,Diethylphosphate,orb1299993,orb1299993
598-02-7,Diethylphosphate,SCHEMBL6282193,schembl6282193
598-02-7,Diethylphosphate,CHEMBL1232324,chembl1232324
598-02-7,Diethylphosphate,SCHEMBL27214126,schembl27214126
598-02-7,Diethylphosphate,Diethyl phosphate (mono & di-),diethyl phosphate (mono & di-)
598-02-7,Diethylphosphate,NSC8840,nsc8840
598-02-7,Diethylphosphate,MSK20657,msk20657
598-02-7,Diethylphosphate,NSC-8840,nsc-8840
598-02-7,Diethylphosphate,NSC97178,nsc97178
598-02-7,Diethylphosphate,GEO-01049,geo-01049
598-02-7,Diethylphosphate,NSC289195,nsc289195
598-02-7,Diethylphosphate,NSC289395,nsc289395
598-02-7,Diethylphosphate,s3312,s3312
598-02-7,Diethylphosphate,AKOS016009449,akos016009449
598-02-7,Diethylphosphate,CS-6295,cs-6295
598-02-7,Diethylphosphate,FD74763,fd74763
598-02-7,Diethylphosphate,NSC-289195,nsc-289195
598-02-7,Diethylphosphate,NSC-289395,nsc-289395
598-02-7,Diethylphosphate,SY111669,sy111669
598-02-7,Diethylphosphate,DS-002571,ds-002571
598-02-7,Diethylphosphate,ETHYL PHOSPHATE ((C2H5O)2(HO)PO),ethyl phosphate ((c2h5o)2(ho)po)
598-02-7,Diethylphosphate,HY-101417,hy-101417
598-02-7,Diethylphosphate,NS00015148,ns00015148
598-02-7,Diethylphosphate,C06608,c06608
598-02-7,Diethylphosphate,F15034,f15034
598-02-7,Diethylphosphate,EN300-1168275,en300-1168275
598-02-7,Diethylphosphate,F050894,f050894
598-02-7,Diethylphosphate,Q26841026,q26841026
598-02-7,Diethylphosphate,Diethyl hydrogen phosphate;Diethoxy dihydroxy phosphonium,diethyl hydrogen phosphate;diethoxy dihydroxy phosphonium
598-02-7,Diethylphosphate,Z1255395152,z1255395152
598-02-7,Diethylphosphate,51501-07-6,51501-07-6
59401-04-6,Dimethylthiophosphate,1112-38-5,1112-38-5
59401-04-6,Dimethylthiophosphate,dimethyl phosphorothioate,dimethyl phosphorothioate
59401-04-6,Dimethylthiophosphate,"Phosphorothioic acid, O,O-dimethyl ester","phosphorothioic acid, o,o-dimethyl ester"
59401-04-6,Dimethylthiophosphate,"O,O-Dimethyl phosphorothionate","o,o-dimethyl phosphorothionate"
59401-04-6,Dimethylthiophosphate,DMTP cpd,dmtp cpd
59401-04-6,Dimethylthiophosphate,RefChem:920311,refchem:920311
59401-04-6,Dimethylthiophosphate,DIMETHYL THIOPHOSPHATE,dimethyl thiophosphate
59401-04-6,Dimethylthiophosphate,"o,o-dimethyl thiophosphate","o,o-dimethyl thiophosphate"
59401-04-6,Dimethylthiophosphate,"O,O-Dimethyl S-hydrogen phosphorothioate","o,o-dimethyl s-hydrogen phosphorothioate"
59401-04-6,Dimethylthiophosphate,"O,O-Dimethylthiophosphate","o,o-dimethylthiophosphate"
59401-04-6,Dimethylthiophosphate,"0,0-Dimethyl Thiophosphate","0,0-dimethyl thiophosphate"
59401-04-6,Dimethylthiophosphate,"O,O-DIMETHYL HYDROGEN THIOPHOSPHATE","o,o-dimethyl hydrogen thiophosphate"
59401-04-6,Dimethylthiophosphate,6KM8HRE9WB,6km8hre9wb
59401-04-6,Dimethylthiophosphate,dimethyl sulfanylphosphonate,dimethyl sulfanylphosphonate
59401-04-6,Dimethylthiophosphate,"Phosphorothioic acid, dimethyl ester","phosphorothioic acid, dimethyl ester"
59401-04-6,Dimethylthiophosphate,hydroxy-dimethoxy-sulfanylidene-lambda5-phosphane,hydroxy-dimethoxy-sulfanylidene-lambda5-phosphane
59401-04-6,Dimethylthiophosphate,59401-04-6,59401-04-6
59401-04-6,Dimethylthiophosphate,C2H7O3PS,c2h7o3ps
59401-04-6,Dimethylthiophosphate,AI3-21247,ai3-21247
59401-04-6,Dimethylthiophosphate,UNII-6KM8HRE9WB,unii-6km8hre9wb
59401-04-6,Dimethylthiophosphate,dimethylthiophosphoric acid,dimethylthiophosphoric acid
59401-04-6,Dimethylthiophosphate,SCHEMBL587919,schembl587919
59401-04-6,Dimethylthiophosphate,SCHEMBL587920,schembl587920
59401-04-6,Dimethylthiophosphate,SCHEMBL6967462,schembl6967462
59401-04-6,Dimethylthiophosphate,SCHEMBL8759243,schembl8759243
59401-04-6,Dimethylthiophosphate,"O,O-Dimethyl thiophosphoric acid","o,o-dimethyl thiophosphoric acid"
59401-04-6,Dimethylthiophosphate,DTXSID10858736,dtxsid10858736
59401-04-6,Dimethylthiophosphate,MFCD18427737,mfcd18427737
59401-04-6,Dimethylthiophosphate,MSK158261,msk158261
59401-04-6,Dimethylthiophosphate,[methoxy(sulfanyl)phosphoryl]oxymethane,[methoxy(sulfanyl)phosphoryl]oxymethane
59401-04-6,Dimethylthiophosphate,AKOS015898678,akos015898678
59401-04-6,Dimethylthiophosphate,DB04687,db04687
59401-04-6,Dimethylthiophosphate,HY-W653780,hy-w653780
